Time (s),Amplitude
5.99407744,523
6.00947237,523
6.02534580,539
6.02534580,468
6.04073095,511
6.04073095,492
6.05635262,479
6.07199931,541
6.07199931,250
6.08762097,482
6.10325933,272
6.10325933,480
6.11887050,279
6.13539052,467
6.14584541,289
6.15366292,428
6.16231322,302
6.16231322,407
6.17795157,312
6.19356751,413
6.19356751,325
6.21430874,400
6.21430874,341
6.23382092,368
6.24600387,359
6.25599909,334
6.26403046,369
6.26403046,308
6.27965784,407
6.29528666,288
6.29528666,423
6.31091642,250
6.31091642,446
6.32654572,242
6.34217787,464
6.34479165,238
6.36041927,482
6.36041927,195
6.37604976,524
6.39168262,191
6.39168262,538
6.41600895,146
6.41802239,541
6.43365049,126
6.43365049,576
6.44927955,112
6.44927955,607
6.46490908,100
6.48053980,620
6.48053980,60
6.49617219,640
6.51179934,23
6.51179934,677
6.52742887,0
6.54305911,722
6.54305911,0
6.55869007,753
6.57431865,0
6.57431865,767
6.58994770,0
6.58994770,827
6.61599016,0
6.62599087,894
6.63579559,0
6.64379668,912
6.64682341,0
6.66355181,931
6.66355181,0
6.68383384,944
6.69513297,0
6.69513297,985
6.71378994,0
6.71488881,945
6.73583651,0
6.74609351,927
6.75335908,0
6.76248932,917
6.76248932,0
6.77811718,922
6.79374719,0
6.79374719,920
6.80937791,0
6.82500792,930
6.82500792,0
6.84063387,945
6.84063387,0
6.85626698,976
6.87189269,0
6.87189269,1045
6.88752580,0
6.90315628,1089
6.90315628,0
6.91878319,1118
6.93441200,0
6.93441200,1168
6.95004249,0
6.96567225,1195
6.96567225,0
6.98130155,1189
6.98130155,0
6.99694419,1219
7.01257563,0
7.01257563,1232
7.02819419,0
7.04382348,1228
7.04382348,0
7.05945086,1264
7.07508183,0
7.07508183,1292
7.09071159,0
7.09071159,1474
7.10634255,0
7.12197185,1329
7.12197185,0
7.13760042,1239
7.15591431,0
7.15591431,1235
7.17154431,0
7.17154431,1216
7.19581676,0
7.20601058,1189
7.21331334,0
7.22531414,1159
7.23538542,0
7.24538660,1159
7.24641228,0
7.26203966,1153
7.26203966,0
7.27766728,1134
7.29329658,0
7.29329658,1167
7.31583405,0
7.31917191,1155
7.33479762,0
7.33479762,1152
7.35042858,0
7.35042858,1100
7.36605573,0
7.38168597,1078
7.38168597,0
7.39731669,1092
7.41294622,0
7.41294622,1072
7.42857504,0
7.44393253,1081
7.45565581,0
7.45565581,1084
7.47128320,0
7.47128320,1104
7.48691535,0
7.50254488,1089
7.50254488,0
7.51817298,1087
7.53380179,0
7.53380179,1076
7.54943395,0
7.54943395,1069
7.56507468,0
7.58070683,1072
7.58070683,0
7.59634304,1070
7.61628175,0
7.62585783,1034
7.63599086,0
7.64593267,1001
7.65598774,0
7.66395783,1008
7.67589116,0
7.68628788,995
7.69628477,0
7.70396304,985
7.71584845,0
7.72585940,987
7.73583341,0
7.74383235,984
7.75585675,0
7.76585722,956
7.77588844,0
7.78385329,1154
7.79588938,0
7.80629516,1152
7.81383514,0
7.82430577,1145
7.83628964,0
7.84581017,1106
7.85580921,0
7.86381006,966
7.87581086,0
7.88581157,1106
7.89581203,0
7.90381265,1066
7.91581368,0
7.92581487,1131
7.93581533,0
7.94381595,1039
7.95581675,0
7.96581745,1080
7.97581840,0
7.98381877,1083
7.99583459,0
8.00432706,1058
8.01583362,5
8.02583551,994
8.03583407,16
8.04383230,989
8.05583405,23
8.06583500,912
8.07583427,35
8.08383226,973
8.09583426,46
8.10583472,961
8.11602521,53
8.12383246,959
8.13583398,57
8.14583516,927
8.15586448,65
8.16390300,891
8.17584205,67
8.18584299,974
8.19384336,79
8.20584536,933
8.21584487,89
8.22584605,912
8.23384666,102
8.24584770,858
8.25584817,114
8.26584911,787
8.27384996,123
8.28385115,766
8.29585099,139
8.30585194,739
8.31385255,151
8.32585359,751
8.33585429,163
8.34583473,793
8.35383201,175
8.36583424,738
8.37583470,185
8.38583469,751
8.39384055,192
8.40583420,785
8.41583443,211
8.42583466,758
8.43383241,219
8.44583583,731
8.45583487,235
8.46583509,703
8.47383189,241
8.48583436,702
8.49583435,257
8.50583458,675
8.51387787,266
8.52587843,625
8.53583527,281
8.54583478,617
8.55415559,288
8.56383514,590
8.57611799,302
8.58610797,656
8.59383154,310
8.60610604,602
8.61610842,333
8.62606907,571
8.63383198,336
8.64583445,530
8.65583467,346
8.66583419,502
8.67383194,368
8.68583393,566
8.69583416,401
8.70577860,503
8.71385813,432
8.72583437,477
8.73589015,474
8.74583459,455
8.75383019,511
8.76583195,432
8.77583265,539
8.78583384,383
8.79383516,592
8.80583477,362
8.81583571,617
8.82583642,265
8.83383679,651
8.84483767,266
8.85583878,689
8.86583948,230
8.87383962,726
8.88584018,203
8.89584160,758
8.90584207,189
8.91384244,807
8.92583871,163
8.93583393,851
8.94383383,129
8.95583868,876
8.96583343,87
8.97583389,910
8.98383164,95
8.99583364,946
9.00583386,37
9.01583385,982
9.02383137,10
9.03384018,1014
9.04570699,0
9.05583453,1070
9.06384039,0
9.07583451,1098
9.08583260,0
9.09583426,1129
9.10586357,0
9.11410403,1167
9.12478852,0
9.13599229,1197
9.14593840,0
9.15394592,1225
9.16599011,0
9.17598796,1258
9.18583226,0
9.19395041,1281
9.20539808,0
9.21602726,1317
9.22583199,0
9.23585176,1341
9.24593902,0
9.25395131,1355
9.26585555,0
9.27598715,1390
9.28618193,0
9.29400802,1435
9.30621314,0
9.31620526,1424
9.32630014,0
9.33421636,1479
9.34513807,0
9.35515618,1483
9.36513901,0
9.37313986,1476
9.38514042,0
9.39514112,1491
9.40514207,0
9.41314268,1530
9.42514372,0
9.43514395,1526
9.44514537,0
9.45314550,1562
9.46514630,0
9.47514701,1585
9.48514795,0
9.49314857,1590
9.50314999,0
9.51583457,1615
9.52583194,0
9.53383112,1621
9.54583192,0
9.55583382,1647
9.56583166,0
9.57383060,1656
9.58583188,0
9.59315395,1686
9.59315395,0
9.60877991,1669
9.62467694,0
9.62467694,1665
9.64026666,0
9.64026666,1682
9.65568233,0
9.67131853,1663
9.67131853,0
9.68694901,1617
9.70258141,0
9.71583366,1661
9.72540045,0
9.73383093,1673
9.74397588,0
9.74397588,1674
9.75961614,0
9.75961614,1674
9.77524638,0
9.79087400,1649
9.79087400,0
9.80651355,1648
9.82212019,0
9.82212019,1647
9.84539628,0
9.85339737,1663
9.85905790,0
9.87468600,1651
9.88589859,0
9.89557862,1649
9.89796448,0
9.91341329,1650
9.92599797,0
9.93599129,1621
9.94234347,0
9.94234347,1693
9.95797181,0
9.97360206,1552
9.97360206,0
9.98922968,1600
10.00485873,0
10.00485873,1570
10.02048850,0
10.02048850,1565
10.03612137,0
10.05174875,1529
10.05174875,0
10.06738067,1573
10.08300924,0
10.08300924,1535
10.09863758,0
10.09863758,1565
10.11426997,0
10.12989759,1461
10.14552832,0
10.14552832,1480
10.16013408,0
10.17542553,1399
10.17876363,0
10.19402599,1424
10.19751883,0
10.21368289,1424
10.21368289,0
10.22845364,1377
10.24372220,0
10.25583363,1376
10.26583147,0
10.27323914,1363
10.28093886,0
10.29534245,1315
10.30583143,0
10.31371212,1232
10.32611227,0
10.33583307,1251
10.34583354,0
10.35382986,1263
10.36593056,0
10.37619686,1271
10.37686372,0
10.39383078,1215
10.40583086,0
10.41580606,1200
10.42583132,0
10.43383026,1115
10.44570446,0
10.45583153,1169
10.45846581,3
10.45846581,944
10.47409344,11
10.48972416,1017
10.50535154,16
10.50535154,1104
10.52098131,19
10.52098131,1099
10.53661203,21
10.55607533,1072
10.56360865,26
10.57510114,1047
10.57510114,35
10.59570122,1067
10.60570168,46
10.61370850,1089
10.62570906,53
10.62676454,1006
10.64239502,78
10.64940667,923
10.66511297,86
10.66511297,752
10.68066955,89
10.68066955,873
10.69629741,113
10.71611381,885
10.71611381,125
10.73583174,885
10.74583220,125
10.75583243,871
10.75877476,133
10.77439952,833
10.77439952,134
10.79604197,871
10.80382967,145
10.80842543,842
10.82405448,158
10.82405448,811
10.84200668,173
10.84200668,784
10.85868120,186
10.87608552,761
10.88363314,198
10.89600921,726
10.90601563,222
10.91550350,734
10.92361665,222
10.93577790,698
10.94269896,243
10.95574474,678
10.95803738,253
10.97366333,663
10.97366333,259
10.98929167,649
10.98929167,262
11.01583815,635
11.01583815,285
11.03146672,634
11.03146672,292
11.04709625,599
11.06599879,313
11.07399869,592
11.08211565,330
11.09309077,564
11.09309077,339
11.10971403,503
11.12509084,359
11.13153744,531
11.14257216,368
11.14257216,461
11.15819454,395
11.17382431,481
11.17382431,400
11.18945527,478
11.20508361,414
11.20508361,471
11.22071433,418
11.22071433,432
11.23634410,438
11.25197315,415
11.25197315,462
11.26760340,410
11.28323174,483
11.28323174,425
11.29886222,511
11.31449342,390
11.31449342,560
11.33012414,347
11.33012414,607
11.34575105,334
11.36137938,641
11.36137938,275
11.37701178,682
11.39264464,240
11.39264464,709
11.41566753,215
11.41566753,759
11.42787790,128
11.44320655,790
11.44320655,155
11.46184587,832
11.47565699,128
11.47831655,887
11.49397612,80
11.49430561,941
11.51090431,48
11.52562547,986
11.52789378,17
11.54326892,1017
11.54326892,0
11.55958605,1053
11.55958605,0
11.57638407,1093
11.59582996,0
11.60583282,1114
11.61595535,0
11.62382913,1126
11.63582993,0
11.64583254,1183
11.65583062,0
11.66382885,1229
11.67585659,0
11.68583202,1262
11.69582987,0
11.70382881,1287
11.71582985,0
11.72567725,1301
11.73583007,0
11.74346280,1340
11.75583076,0
11.76583195,1383
11.77576828,0
11.78376794,1402
11.79576778,0
11.80576968,1409
11.81576967,0
11.82377601,1407
11.83577132,0
11.84577417,1449
11.85377359,0
11.86377406,1458
11.87577677,0
11.88577437,1480
11.89577579,0
11.90377688,1535
11.91577673,0
11.92578125,1515
11.93566799,0
11.94384217,1535
11.95516062,0
11.96516013,1532
11.97616196,0
11.98409057,1535
11.99604511,0
12.00588489,1559
12.01509690,0
12.02354670,1595
12.03582931,0
12.04340053,1571
12.05583000,0
12.06351018,1590
12.07550597,0
12.08583140,1590
12.09514952,0
12.10382366,1611
12.11580539,0
12.12546325,1579
12.13446140,0
12.14346147,1584
12.15582919,0
12.16549993,1626
12.17541862,0
12.18377090,1604
12.19582939,0
12.20574284,1669
12.21582961,0
12.22337079,1636
12.23582959,0
12.24583149,1671
12.25574875,0
12.26375055,1616
12.27532840,0
12.28583145,1686
12.29533243,0
12.30382824,1663
12.31534553,0
12.32406807,1653
12.33582926,0
12.34592056,1615
12.35582924,0
12.36358500,1568
12.37514138,0
12.38548398,1653
12.39588976,0
12.40376115,1649
12.41567397,0
12.42583084,1691
12.43584061,0
12.44384098,1671
12.45584249,0
12.46584320,1674
12.47584414,0
12.48384333,1667
12.49584603,0
12.50584650,1680
12.51384974,0
12.52585268,1680
12.53585076,0
12.54585075,1681
12.55385137,0
12.56585240,1643
12.57585216,0
12.58585382,1562
12.59585428,0
12.60385752,1534
12.61573172,0
12.62583089,1503
12.63582873,0
12.64382744,1456
12.65582871,0
12.66582656,1498
12.67582870,0
12.68384361,1535
12.69556403,0
12.70583081,1484
12.71583486,0
12.72328520,1487
12.73582888,0
12.74547505,1399
12.75582910,0
12.76323342,1424
12.77588224,0
12.78588200,1366
12.79388309,0
12.80388403,1386
12.81588531,0
12.82588530,1328
12.83588862,0
12.84388757,1307
12.85588694,0
12.86589265,1327
12.87588859,0
12.88389039,1281
12.89589024,0
12.90589094,1136
12.91589236,0
12.92389345,1232
12.93589330,0
12.94589996,1248
12.95582843,0
12.96382880,1253
12.97570801,0
12.98359776,1233
12.99536538,0
13.00382757,1168
13.01601481,2
13.02566361,1104
13.03582835,6
13.04318118,1117
13.05582905,10
13.06583261,1018
13.07583237,16
13.08382726,992
13.09582925,16
13.10563421,1131
13.11582899,23
13.12382746,1131
13.13582873,19
13.14583039,1083
13.15583944,34
13.16382718,997
13.17582893,39
13.18515992,1011
13.19515991,34
13.20316029,1021
13.21516109,48
13.22516203,1023
13.23516321,55
13.24316311,1013
13.25516415,66
13.26516509,962
13.27516603,82
13.28316593,963
13.29516697,95
13.30617070,885
13.31516838,107
13.32317472,838
13.33517051,121
13.34517217,846
13.35570383,130
13.36382699,883
13.37519670,129
13.38582969,848
13.39519620,134
13.40382695,797
13.41582966,135
13.42568851,774
13.43582940,147
13.44379115,818
13.45606685,156
13.46582937,797
13.47383022,170
13.48554230,777
13.49582958,185
13.50563002,749
13.51382685,203
13.52575397,704
13.53582978,211
13.54573846,699
13.55381942,222
13.56382704,679
13.57600117,238
13.58582997,693
13.59398746,242
13.60595918,659
13.61601973,261
13.62582970,652
13.63382816,274
13.64511466,633
13.65607357,286
13.66582918,612
13.67322350,292
13.68582892,541
13.69582939,314
13.70534348,542
13.71370387,319
13.72604799,543
13.73582911,347
13.74582958,510
13.75382710,357
13.76555276,478
13.77583075,368
13.78567457,479
13.79352069,372
13.80530715,313
13.81582904,395
13.82582903,480
13.83382678,402
13.84383702,473
13.85526276,416
13.86582923,449
13.87391758,427
13.88582921,446
13.89582872,432
13.90603161,433
13.91382670,473
13.92582917,417
13.93514776,500
13.94582891,411
13.95360184,539
13.96560240,355
13.97561479,593
13.98612046,328
13.99412107,629
14.00612307,310
14.01612258,679
14.02612352,269
14.03412414,731
14.04512525,239
14.05612969,749
14.06612587,204
14.07412982,791
14.08566952,171
14.09567213,819
14.10567212,112
14.11367154,865
14.12567472,99
14.13567472,913
14.14567661,61
14.15367556,949
14.16567612,34
14.17567778,990
14.18567777,0
14.19367909,1019
14.20551658,0
14.21551728,1047
14.22451854,0
14.23551917,1087
14.24551964,0
14.25552297,1123
14.26369166,0
14.27572107,1125
14.28542566,0
14.29582930,1167
14.30582738,0
14.31382608,1211
14.32581902,0
14.33582926,1236
14.34582710,0
14.35382605,1274
14.36571670,0
14.37548232,1317
14.38582706,0
14.39382601,1305
14.40484047,0
14.41582894,1322
14.42582679,0
14.43382621,1349
14.44582677,0
14.45582914,1388
14.46551895,0
14.47382593,1387
14.48582697,0
14.49540544,1397
14.50540733,0
14.51540995,1441
14.52582693,0
14.53382587,1456
14.54582715,0
14.55582881,1471
14.56582689,0
14.57384205,1497
14.58582664,0
14.59594989,1513
14.60594869,0
14.61394906,1506
14.62582803,0
14.63571286,1520
14.64582658,0
14.65382600,1506
14.66582656,0
14.67582870,1583
14.68383980,0
14.69382954,1535
14.70582652,0
14.71582890,1552
14.72582698,0
14.73382592,1579
14.74582672,0
14.75582862,1602
14.76582670,0
14.77382612,1647
14.78582692,0
14.79582882,1590
14.80582666,0
14.81382561,1584
14.82533145,0
14.83583522,1589
14.84582639,0
14.85343337,1610
14.86580324,0
14.87555861,1601
14.88582635,0
14.89382553,1670
14.90582657,0
14.91582870,1668
14.92582631,0
14.93382621,1659
14.94582653,0
14.95582938,1627
14.96385336,0
14.97582889,1488
14.98582649,0
14.99582839,1651
15.00382519,0
15.01582837,1661
15.02582598,0
15.03582835,1683
15.04582644,0
15.05384350,1655
15.06585002,0
15.07585096,1648
15.08575296,0
15.09374356,1647
15.10585117,0
15.11584306,1638
15.12587643,0
15.13402247,1651
15.14503598,0
15.15602374,1572
15.16602421,0
15.17402720,1584
15.18602824,0
15.19602895,1613
15.20552611,0
15.21352983,1577
15.22553062,0
15.23553491,1504
15.24253154,0
15.25453472,1600
15.26553345,0
15.27553463,1461
15.28553414,0
15.29353547,1489
15.30553770,0
15.31554055,1462
15.32563591,0
15.33382511,1489
15.34518099,0
15.35582948,1507
15.36582589,0
15.37383485,1498
15.38582611,0
15.39524460,1535
15.40589833,0
15.41365194,1442
15.42554569,0
15.43582821,1378
15.44619989,0
15.45382452,1386
15.46582603,0
15.47550273,1389
15.48582625,0
15.49315453,1365
15.50581145,0
15.51583171,1360
15.52545738,0
15.53385496,1344
15.54511619,0
15.55576468,1357
15.56582618,0
15.57341409,1294
15.58582616,0
15.59583807,1168
15.60529637,0
15.61382461,1187
15.62536979,0
15.63582778,1168
15.64582586,0
15.65367484,1190
15.66518068,0
15.67532539,1200
15.68582582,0
15.69382620,1166
15.70599508,0
15.71582770,1167
15.72528028,0
15.73382449,1103
15.74593639,5
15.75521898,1088
15.76582146,9
15.77324128,1117
15.78582668,18
15.79540038,1079
15.80437875,16
15.81382751,1015
15.82519388,20
15.83582783,1072
15.84582639,26
15.85349846,999
15.86562753,30
15.87582827,1070
15.88582635,41
15.89378381,1038
15.90582609,47
15.91582704,992
15.92583346,59
15.93382478,921
15.94582629,73
15.95582676,893
15.96582603,86
15.97382450,913
15.98582602,95
15.99582672,909
16.00549340,106
16.01382446,808
16.02550054,112
16.03582668,832
16.04582667,112
16.05383062,814
16.06582665,123
16.07582664,816
16.08545661,133
16.09398603,810
16.10327792,137
16.11560702,801
16.12592816,154
16.13582683,780
16.14358234,173
16.15558767,783
16.16582656,189
16.17588401,718
16.18382454,207
16.19553924,719
16.20582652,221
16.21582675,638
16.22320247,230
16.23582697,673
16.24600244,246
16.25514913,682
16.26382422,251
16.27579546,649
16.28582644,262
16.29582644,635
16.30382466,274
16.31582451,642
16.32582569,291
16.33582520,626
16.34406972,304
16.35559106,608
16.36558652,310
16.37558746,581
16.38358688,325
16.39558697,593
16.40559268,336
16.41558957,557
16.42358947,341
16.43558836,557
16.44594932,347
16.45567083,448
16.46366930,368
16.47567105,464
16.48597622,370
16.49597812,496
16.50392342,398
16.51582623,477
16.52592969,397
16.53582668,464
16.54322886,404
16.55542350,412
16.56582642,424
16.57611132,397
16.58382392,467
16.59619117,375
16.60583615,505
16.61583495,368
16.62383151,534
16.63583875,339
16.64584112,571
16.65584064,285
16.66384101,608
16.67583942,284
16.68584013,682
16.69584227,272
16.70384669,701
16.71584535,226
16.72590494,740
16.73584509,186
16.74384594,778
16.75584841,164
16.76584792,816
16.77584934,124
16.78384852,853
16.79585052,57
16.80585408,903
16.81585145,19
16.82385230,944
16.83585286,3
16.84585476,953
16.85385561,0
16.86385751,1002
16.87585616,1
16.88582683,1034
16.89582849,0
16.90357327,1065
16.91582513,0
16.92582655,1094
16.93523288,0
16.94323254,1125
16.95552921,0
16.96582675,1156
16.97517848,0
16.98318172,1203
16.99518514,0
17.00548244,1232
17.01582432,0
17.02382326,1263
17.03578782,0
17.04514933,1322
17.05582452,0
17.06369376,1346
17.07569432,0
17.08569455,1342
17.09569955,0
17.10369825,1381
17.11569619,0
17.12569737,1405
17.13569951,0
17.14369941,1399
17.15570331,0
17.16569996,1432
17.17570186,0
17.18370223,1438
17.19570589,0
17.20570517,1473
17.21570587,0
17.22370720,1489
17.23561406,0
